articleID;reviewerID
1284708;7432966|7432993|7432906
1284713;7433050|7432945|7433002
1284873;7433024|7433090|7432919
1284979;7433029|7433094|7432971
1285003;7433041|7432991|7432896
1285104;7432865|7433099|7432914
1285155;7433038|7432921|7432919
1285320;7433071|7432902|7432971
1285330;7433031|7432945|7433050
1285381;7432912|7433052|7432968
1285461;7432913|7432973|7433092
1285587;7432948|7432931|7433098
1285647;7433102|7433075|7432953
1285701;7432995|7432871|7432901
1285872;7432900|7432904|7433110
1285912;7433094|7432985|7432935
1285931;7432906|7432895|7432961
1285949;7433089|7433034|7432873
1285968;7432977|7432881|7432927
1286199;7432986|7432995|7432874
1286283;7432922|7432890|7432964
1286335;7432867|7432904|7433069
1286461;7433024|7432935|7432876
1286487;7433030|7432969|7432923
1286570;7432998|7432884|7433002
1286721;7432982|7433027|7432880
1286843;7433056|7432889|7433055
1286919;7432902|7432879|7433069
1286929;7432880|7432999|7432888
1286966;7432929|7432995|7432971
1287070;7432913|7433040|7432871
1287105;7432885|7432938|7432999
1287337;7432929|7432926|7433087
1287365;7433044|7433109|7432998
1287581;7433021|7432995|7433085
1287679;7433029|7433108|7432964
1287895;7432990|7432872|7432993
1287914;7432889|7432884|7433028
1287967;7433022|7432912|7433038
1288004;7432876|7432896|7433035
1288047;7432933|7433042|7432965
1288050;7432989|7432942|7433111
1288197;7432946|7432893|7432970
1288210;7433028|7433071|7433051
1288299;7433051|7432892|7433105
1288308;7432912|7432976|7432883
1288365;7432911|7432965|7433018
1288692;7432995|7432871|7433000
1289228;7433036|7432886|7432922
1289262;7432974|7432900|7433063
1289343;7433066|7433049|7432893
1289345;7433113|7432997|7432898
1289648;7433002|7432970|7432927
1289677;7432878|7433032|7433018
1289907;7432949|7433010|7432906
1289914;7432939|7433073|7433017
1289952;7432903|7433045|7433066
1290013;7432926|7432970|7432981
1290030;7433067|7432898|7432909
1290116;7432903|7432915|7432924
1290118;7433015|7433008|7433003
1290145;7432998|7433057|7433071
1290184;7432924|7433036|7432896
1290194;7432945|7432921|7432989
1290245;7432927|7432878|7432882
1290260;7432994|7433057|7433037
1290332;7433024|7433020|7432897
1290475;7432893|7432971|7433002
1290919;7433104|7433044|7433015
1290984;7432952|7432893|7432998
1291037;7433102|7432985|7432866
1291525;7433013|7433043|7432917
1291534;7433054|7433033|7433081
1291745;7433040|7432996|7432963
1291780;7433047|7432871|7432923
1291861;7433072|7433005|7433049
1292086;7433081|7433001|7432951
1292106;7433078|7432880|7432922
1292125;7432874|7432997|7432910
1292318;7432941|7432976|7433056
1292445;7432961|7432877|7432866
1292617;7433040|7433025|7432898
1292683;7432865|7433096|7432873
1292755;7432903|7433105|7433041
1292819;7432885|7432949|7432890
1292870;7433098|7433100|7433047
1292919;7433098|7432975|7433016
1292983;7433028|7432990|7432974
1293055;7432961|7432938|7433111
1293133;7433060|7433018|7432986
1293285;7432985|7432973|7432969
1293325;7433004|7432878|7433093
1293343;7432886|7432932|7433081
1293594;7432943|7433087|7432888
1293717;7433083|7433102|7432917
1294013;7432918|7433039|7432964
1294041;7433015|7432879|7433001
1294153;7432918|7432911|7432916
1294199;7433002|7432948|7433062
1294227;7432938|7433059|7433000
1294458;7432976|7432925|7433079
1294540;7432899|7433085|7433006
1294602;7433096|7432979|7433008
1294845;7432881|7433091|7432939
1294858;7432893|7432896|7433056
1294859;7432924|7432917|7432890
1294880;7432871|7432982|7432961
1294934;7433021|7432939|7432961
1294950;7433107|7432945|7432890
1295028;7433083|7433041|7433099
1295070;7433070|7432983|7432970
1295086;7432983|7432942|7432898
1295094;7432924|7433089|7432994
1295220;7432874|7432988|7433041
1295267;7432982|7433026|7432987
1295328;7432904|7433061|7432901
1295342;7433047|7432890|7432877
1295385;7433024|7432967|7432996
1295410;7433056|7432884|7433009
1295413;7432891|7432875|7432981
1295630;7432962|7432884|7433057
1295639;7432886|7432892|7432890
1295703;7432875|7433015|7433064
1295859;7432972|7433038|7432891
1295897;7432868|7432925|7432973
1296112;7433090|7433073|7433077
1296351;7432928|7433036|7432874
1296390;7432945|7433086|7433069
1296537;7433018|7432930|7432883
1296634;7433010|7432962|7432918
1296741;7433066|7433049|7433045
1296871;7433060|7433012|7432939
1296880;7432966|7433108|7432994
1296945;7433083|7432910|7432895
1297046;7432929|7432935|7432902
1297137;7432865|7432883|7432956
1297176;7432967|7433099|7433077
1297266;7432947|7432993|7432954
1297277;7433032|7433068|7433056
1297392;7432898|7433112|7432963
1297433;7433012|7433069|7433025
1297480;7432928|7432901|7432994
1297690;7432972|7433093|7433047
1297826;7432913|7433025|7433095
1297842;7432949|7433061|7432938
1298086;7432944|7433110|7432999
1298100;7432983|7432965|7433052
1298106;7433065|7432986|7433053
1298113;7433012|7433050|7433054
1298144;7432924|7432976|7433011
1298173;7433097|7432946|7432948
1298236;7433082|7432997|7432953
1298487;7432969|7433045|7432956
1298491;7432905|7432935|7432888
1298503;7433024|7433106|7433043
1298559;7432989|7433070|7432888
1298625;7432895|7432883|7432914
1298868;7433067|7432866|7433022
1299060;7432872|7433060|7433027
1299274;7433011|7432943|7433086
1299392;7433003|7433107|7432982
1299590;7432972|7432913|7432867
1299654;7433007|7432963|7433104
1299667;7433111|7433089|7432998
1299677;7432902|7432990|7433035
1299712;7433061|7432927|7433073
1299821;7432939|7432962|7432897
1299859;7432910|7433106|7433098
1299968;7433078|7433085|7433017
1299976;7433065|7432943|7432935
1299991;7432997|7432984|7432881
1299998;7432991|7432936|7433003
1300002;7432911|7433077|7432910
1300202;7433100|7432965|7432896
1300237;7432882|7433087|7432943
1300347;7432975|7432888|7432918
1300389;7432954|7433062|7432900
1300663;7432966|7432919|7432989
1300805;7432966|7433094|7432985
1300843;7432880|7433092|7432879
1300889;7433022|7432971|7432899
1300997;7432929|7432903|7433072
1301075;7433034|7432978|7432917
1301081;7432917|7433052|7433082
1301122;7433090|7432920|7433037
1301159;7433032|7433102|7432946
1301296;7433019|7432942|7433092
1301398;7432943|7433107|7432914
1301415;7433067|7432952|7432915
1301440;7432950|7432961|7432989
1301582;7433095|7432895|7433107
1301618;7432882|7432871|7432971
1301702;7433023|7432903|7433063
1301753;7433004|7432964|7432936
1301921;7433086|7433074|7432917
1302015;7433023|7432911|7432896
1302038;7432947|7433004|7432987
1302114;7433066|7433004|7432964
1302127;7433023|7432883|7432991
1302203;7432965|7432891|7433111
1302224;7433089|7433030|7432978
1302251;7432887|7433056|7432968
1302422;7433023|7433089|7432946
1302508;7432917|7432927|7432880
1302544;7432974|7432991|7432877
1302664;7432946|7432926|7432936
1302720;7432894|7432877|7433029
1302745;7432900|7433016|7433055
1302795;7433065|7433030|7432869
1302836;7432867|7432982|7433024
1302910;7432877|7433012|7432895
1302998;7432893|7432971|7433022
1303268;7433113|7432992|7433030
1303551;7433099|7433005|7432969
1303591;7432919|7433048|7432993
1303664;7432872|7433058|7432958
1303700;7432955|7432938|7433061
1303728;7432998|7433040|7432970
1304075;7432939|7432986|7432865
1304225;7433081|7433048|7433037
1304402;7433098|7432986|7433076
1304578;7432962|7432931|7432908
1304663;7432912|7432925|7432945
1304843;7432872|7433110|7432900
1304999;7433112|7433016|7432969
1305033;7433067|7432984|7432879
1305094;7432921|7433034|7432868
1305199;7432992|7433072|7432946
1305257;7433084|7432987|7432940
1305338;7433073|7432989|7433084
1305360;7432960|7433018|7432936
1305554;7433058|7432993|7433068
1305770;7432879|7432888|7433052
1305960;7432918|7433011|7432889
1306067;7432979|7432923|7433071
1306345;7433064|7433002|7433035
1306613;7433111|7432902|7432947
1306680;7432976|7433003|7433103
1306940;7432926|7432963|7432887
1306962;7433020|7433056|7433029
1307084;7432901|7433056|7433065
1307164;7433023|7432965|7432865
1307174;7433051|7433024|7432904
1307181;7432943|7433101|7433078
1307268;7432897|7432892|7433071
1307338;7433014|7432933|7433021
1307342;7433005|7432992|7433009
1307422;7433067|7433066|7432908
1307615;7433038|7432890|7433042
1307659;7432958|7432945|7432935
1307667;7433032|7432897|7433013
1307975;7433017|7432874|7433032
1308420;7433037|7433099|7433060
1308470;7433068|7432923|7432879
1308545;7432915|7432900|7433075
1308848;7432935|7432897|7432953
1308935;7433008|7432913|7433004
1308936;7432866|7433069|7433101
1309284;7432879|7433058|7432963
1309311;7433063|7432993|7433016
1309390;7432925|7432891|7433101
1309449;7433039|7433070|7433099
1309456;7432931|7432908|7433032
1309500;7432966|7433095|7433087
1309586;7433032|7432927|7433067
1309610;7432947|7433027|7432949
1309821;7433046|7433077|7432918
1309847;7433069|7432957|7432996
1309877;7433035|7432930|7432872
1309939;7433005|7432985|7432900
1309956;7433071|7433046|7433042
1310058;7432872|7432964|7432998
1310084;7432939|7432882|7433086
1310123;7432987|7432968|7432896
1310197;7433082|7432902|7433035
1310321;7433085|7433083|7433027
1310352;7433024|7432960|7432906
1310355;7432932|7432920|7432950
1310520;7433022|7433005|7433083
1310561;7432941|7432959|7432905
1310571;7433107|7432909|7432890
1310744;7433060|7432997|7433038
1310753;7433086|7432912|7433016
1310865;7432948|7432955|7433087
1310927;7433107|7432923|7433019
1310968;7432945|7432982|7433035
1311105;7432945|7433087|7432996
1311177;7432985|7432993|7433049
1311265;7432915|7432908|7433030
1311345;7432878|7432923|7432884
1311702;7433108|7432971|7432974
1311710;7433027|7433104|7433035
1311819;7432872|7433072|7433048
1311847;7432881|7433058|7433105
1312039;7432968|7433014|7432922
1312070;7432875|7432992|7433051
1312079;7432907|7432870|7433045
1312101;7432983|7433111|7433028
1312298;7432951|7432872|7432907
1312434;7433093|7432932|7433027
1312605;7432924|7432921|7432893
1312623;7432868|7432977|7432892
1312704;7432914|7432987|7433022
1312813;7432918|7433060|7432965
1312922;7432965|7433075|7432987
1312985;7433052|7433023|7432914
1313086;7433025|7432884|7433097
1313544;7432911|7432884|7432876
1313589;7433089|7432992|7433025
1313714;7433008|7432949|7432952
1313731;7433036|7432956|7433107
1313856;7432995|7433105|7433010
1313996;7433084|7433036|7432895
1314010;7432959|7432950|7432961
1314032;7433031|7433069|7432981
1314072;7432886|7433020|7432922
1314225;7433109|7432879|7433111
1314366;7433057|7433014|7433102
1314467;7433087|7433072|7432896
1314600;7432927|7432893|7432900
1314644;7432965|7432986|7432923
1314664;7433091|7432953|7433088
1314852;7433083|7432867|7433101
1314925;7433023|7432966|7433054
1314954;7433025|7432964|7432934
1314974;7432955|7432873|7432902
1315120;7432976|7433044|7432866
1315206;7433050|7432985|7433106
1315411;7432947|7432876|7432923
1315506;7432993|7432983|7433045
1315545;7432937|7433054|7433005
1315573;7433065|7433080|7433034
1315574;7432987|7433094|7433014
1315592;7432919|7432954|7433017
1315806;7432953|7432986|7433041
1315862;7432908|7432880|7432950
1315902;7432906|7433084|7432940
1315989;7433064|7433084|7433010
1315997;7432930|7432961|7432973
1316260;7432924|7432933|7433036
1316422;7433107|7432976|7432987
1316442;7433010|7433088|7433019
1316544;7432985|7432936|7433039
1316663;7432890|7433110|7432995
1316709;7433095|7432996|7432979
1316802;7432936|7432880|7433107
1316805;7433088|7432902|7432888
1316851;7433074|7432926|7433001
1316864;7433043|7433059|7433079
1316885;7432967|7432869|7433109
1317271;7432943|7432883|7432952
1317317;7432939|7432922|7432995
1317359;7433056|7433103|7432878
1317387;7433069|7432977|7432993
1317756;7432941|7432940|7432992
1317782;7432950|7433029|7432936
1317843;7432935|7433058|7433001
1317911;7432932|7432887|7432956
1318017;7432970|7433057|7433020
1318032;7432928|7433077|7432925
1318051;7433052|7432883|7432903
1318073;7433091|7433019|7433046
1318151;7433062|7433095|7433070
1318156;7432901|7432952|7432875
1318224;7432945|7433076|7433073
1318328;7433018|7432889|7433063
1318435;7433026|7433004|7433104
1318780;7432905|7433017|7432987
1318830;7432941|7432979|7432895
1318838;7432933|7432975|7432989
1318960;7433014|7433047|7433103
1318971;7433026|7433021|7433046
1318981;7433074|7433002|7432993
1319173;7432895|7432967|7433100
1319195;7433073|7433062|7432869
1319247;7432959|7432989|7433031
1319331;7432902|7433035|7432991
1319422;7433084|7433008|7433029
1319561;7432914|7433006|7433001
1319574;7432960|7433091|7432887
1319638;7432992|7432918|7432955
1319679;7433045|7432891|7433035
1319701;7432901|7432917|7432902
1319973;7432954|7432946|7433053
1320005;7432890|7433097|7432894
1320057;7432966|7433052|7432904
1320193;7433108|7432918|7433008
1320197;7433038|7432997|7432892
1320302;7432992|7432885|7432971
1320351;7433085|7432917|7433066
1320456;7433029|7433060|7432931
1320544;7433037|7432943|7433025
1320587;7432870|7433066|7432952
1320783;7432886|7432944|7432951
1321001;7432916|7433055|7433056
1321036;7432974|7433009|7432871
1321046;7432979|7432897|7433087
1321070;7432995|7433038|7433057
1321199;7433073|7433107|7432953
1321207;7432939|7433062|7433005
1321247;7432919|7432991|7432962
1321259;7433078|7432897|7433073
1321284;7433053|7432866|7433024
1321290;7433081|7432898|7432978
1321448;7432893|7432905|7432914
1321469;7433027|7432876|7433026
1321612;7433008|7433052|7433044
1321757;7432890|7433103|7432962
1321799;7432912|7432974|7433058
1322040;7433053|7432902|7432973
1322088;7433012|7433112|7432923
1322190;7432985|7432954|7433055
1322194;7432953|7432887|7433108
1322355;7432911|7433002|7432990
1322389;7432872|7433036|7432901
1322453;7432924|7432956|7433014
1322486;7432888|7432945|7433046
1322514;7432879|7433049|7432913
1322534;7432882|7432934|7433092
1322540;7432924|7432942|7433066
1322589;7433078|7432893|7432937
1322628;7433054|7433075|7433069
1322785;7433073|7433111|7432896
1322866;7432973|7433098|7432866
1322934;7432944|7432895|7433071
1323000;7432926|7433023|7432912
1323082;7432906|7433102|7432932
1323144;7432880|7432871|7432945
1323224;7432964|7432954|7433020
1323226;7432901|7432933|7433025
1323401;7432930|7433105|7432995
1323437;7433034|7432929|7433023
1323728;7432945|7433037|7433003
1323748;7432932|7433079|7432986
1323765;7433035|7432964|7432979
1323788;7433097|7433012|7432964
1323930;7432877|7432869|7433103
1324109;7432975|7433097|7433036
1324171;7432990|7433051|7432888
1324264;7432880|7433067|7432963
1324519;7432944|7432928|7432869
1324555;7433091|7432909|7432969
1324681;7433000|7433070|7432988
1325074;7433045|7433101|7432962
1325090;7432930|7432962|7433040
1325124;7433103|7432940|7432968
1325142;7432995|7432937|7432921
1325149;7432978|7433091|7432931
1325170;7432952|7433079|7432978
1325258;7433004|7433065|7432934
1325728;7433068|7433043|7433031
1325743;7432963|7432877|7433012
1325799;7433087|7433023|7432879
1325822;7433079|7432896|7432892
1325967;7432923|7433001|7433015
1326082;7432956|7432869|7432882
1326152;7433040|7432974|7433036
1326169;7432894|7433051|7433110
1326212;7433104|7433058|7432876
1326245;7432931|7432968|7432985
1326254;7433016|7433081|7432865
1326391;7432867|7433026|7433000
1326676;7432916|7432922|7433102
1326706;7433082|7432903|7432876
1326918;7433064|7432999|7432899
1327114;7433070|7433078|7433046
1327202;7432913|7433043|7433018
1327256;7433033|7432890|7432866
1327357;7432872|7432961|7433039
1327459;7433082|7432957|7433021
1327466;7433055|7433102|7432912
1327549;7432942|7432877|7432989
1327638;7432923|7433008|7433093
1327667;7433065|7432999|7433037
1327681;7432893|7432998|7433103
1327810;7432889|7432962|7433067
1327833;7433030|7432996|7432952
1327899;7433076|7432956|7432909
1327978;7432967|7432873|7433002
1328072;7432921|7432909|7433049
1328234;7433008|7433089|7433097
1328391;7432961|7433015|7432892
1328437;7433002|7432955|7432959
1328539;7432876|7433101|7433079
1328954;7433093|7433094|7432910
1328971;7433103|7432906|7432955
1329009;7433097|7432988|7432956
1329032;7432871|7432896|7432876
1329137;7433070|7433022|7432910
1329175;7432931|7432866|7432958
1329241;7432865|7432897|7433006
1329429;7432939|7432879|7432917
1329451;7433029|7432990|7432885
1329481;7433040|7432911|7433002
1329625;7432964|7433093|7433085
1329709;7433021|7433032|7433099
1329771;7433045|7432910|7432903
1329811;7432891|7432887|7432996
1329958;7432996|7433110|7432969
1330453;7433056|7432965|7432914
1330494;7433046|7432888|7432923
1330541;7432956|7433058|7432954
1330576;7432939|7433093|7432900
1330618;7433073|7432901|7433041
1330789;7432932|7432872|7433088
1330878;7432914|7433007|7433073
1331074;7433065|7432867|7432882
1331077;7433085|7432920|7433004
1331175;7433002|7433108|7432952
1331191;7433058|7433016|7433074
1331310;7432885|7433086|7432882
1331362;7432894|7433102|7433095
1331483;7433105|7433098|7432979
1331510;7432898|7432915|7433012
1331531;7433063|7433006|7432911
1331654;7432940|7433113|7432898
1331724;7432924|7433052|7432985
1331772;7432965|7433040|7432967
1331994;7432995|7432915|7432869
1332065;7433085|7433027|7432959
1332099;7433067|7432934|7433111
1332173;7432959|7432965|7432875
1332181;7432944|7432937|7432894
1332199;7432963|7433053|7433017
1332320;7433040|7433035|7433055
1332467;7432882|7433055|7433059
1332624;7433099|7432895|7432946
1332820;7432956|7433068|7433102
1332829;7432993|7433003|7433025
1332916;7433024|7433074|7433001
1333018;7432869|7432871|7433024
1333120;7433075|7433002|7432921
1333187;7432937|7432949|7432911
1333200;7433009|7432889|7432907
1333257;7433104|7432949|7432985
1333317;7433108|7433039|7433026
1333398;7433077|7432893|7433046
1333423;7433081|7433079|7432903
1333455;7432949|7432892|7433041
1333642;7432931|7433071|7432968
1333756;7433052|7433001|7432937
1333877;7433015|7432988|7432975
1333881;7433095|7433050|7432977
1333916;7433004|7432942|7433095
1334036;7433032|7433069|7432993
1334073;7432867|7433094|7433025
1334139;7433004|7433005|7433068
1334146;7433104|7433053|7433032
1334178;7432947|7432891|7432945
1334187;7432888|7432986|7432975
1334769;7432868|7432934|7433072
1334877;7432874|7432983|7432933
1334884;7432877|7432883|7433050
1334926;7433091|7432865|7432995
1334934;7433074|7432943|7432887
1334968;7433109|7432901|7432896
1334991;7433004|7432977|7433108
1335091;7432902|7432975|7432926
1335356;7433070|7433024|7433096
1335414;7433012|7432993|7433085
1335415;7433074|7432981|7433026
1335630;7432873|7433094|7433087
1335705;7432865|7433057|7433041
1335713;7433038|7432936|7432872
1335891;7432952|7433040|7433048
1335991;7433077|7433090|7432968
1336024;7433017|7432969|7433026
1336114;7433103|7432974|7432876
1336210;7433103|7432910|7433062
1336244;7432930|7433102|7433061
1336389;7433086|7433100|7432987
1336490;7432882|7433050|7432930
1336503;7433096|7433027|7432926
1336530;7433079|7432934|7433057
1336598;7432975|7433007|7432912
1336686;7433004|7433036|7433048
1336699;7432928|7432940|7433033
1336768;7433043|7432873|7433058
1336773;7432962|7432868|7433102
1336865;7433013|7432955|7432945
1336881;7433009|7433100|7432966
1336910;7433105|7432871|7433048
1337107;7433018|7432981|7433072
1337293;7433035|7433104|7432931
1337383;7432978|7433035|7433027
1337549;7432939|7432880|7432970
1337650;7433050|7432884|7432938
1337665;7432894|7432914|7432901
1337700;7432877|7432865|7433107
1337787;7432999|7432896|7432990
1337902;7433082|7432881|7432937
1337956;7432966|7432923|7432899
1338280;7433024|7432899|7433062
1338326;7432950|7432933|7432961
1338336;7433022|7433099|7432929
1338486;7433010|7432888|7433031
1338556;7433095|7433075|7432977
1338588;7432870|7432904|7433012
1338592;7433025|7433000|7432998
1338784;7433057|7433026|7432969
1338851;7432989|7432878|7432994
1339021;7433050|7433101|7433071
1339083;7432921|7432986|7433035
1339242;7433092|7432890|7432871
1339301;7432891|7432907|7432927
1339307;7433092|7432880|7432910
1339316;7433059|7433047|7432986
1339337;7432894|7433051|7432939
1339376;7432955|7433086|7432927
1339461;7432977|7432884|7433002
1339823;7433022|7433027|7433077
1339856;7432880|7432875|7432914
1339876;7433003|7432942|7432979
1340011;7432999|7432940|7432952
1340090;7432918|7432869|7433082
1340171;7432987|7432929|7433018
1340218;7432936|7433004|7433043
1340256;7432998|7433006|7432960
1340289;7432942|7433003|7432873
1340383;7432972|7432917|7432916
1340540;7432975|7432944|7432887
1340561;7433043|7433013|7432887
1340628;7433107|7432881|7433102
1340634;7433081|7432944|7432889
1340677;7432989|7433052|7433011
1340722;7432939|7432982|7432957
1340797;7432925|7432974|7433110
1340908;7432872|7432964|7432899
1341013;7433028|7432987|7432974
1341107;7432973|7432911|7433058
1341149;7433026|7433056|7432918
1341185;7433020|7432982|7432941
1341212;7432936|7433103|7432884
1341278;7433072|7433087|7433062
1341322;7432889|7433047|7432994
1341421;7433072|7432907|7432882
1341681;7432880|7433083|7433058
1341687;7432887|7432991|7432996
1341728;7432905|7432976|7433006
1341798;7433112|7432890|7433042
1341831;7433096|7433093|7432993
1341995;7432902|7433004|7433009
1342001;7432940|7433066|7433019
1342292;7433055|7432970|7432967
1342300;7432874|7433088|7432975
1342390;7432971|7433018|7432923
1342549;7433059|7433099|7432922
1342579;7432927|7432980|7432889
1342632;7432982|7432988|7432921
1342681;7432975|7432887|7433075
1342720;7432996|7432870|7432886
1342836;7432908|7432921|7432987
1342845;7432893|7432865|7433067
1342969;7433073|7433042|7432971
1342981;7433056|7432896|7432880
1343020;7433088|7432971|7432922
1343144;7432869|7432985|7432917
1343397;7432990|7432923|7433098
1343533;7433087|7432884|7433068
1343535;7432901|7432871|7432882
1343596;7433071|7433028|7433016
1343613;7433012|7433042|7432901
1343795;7432907|7433011|7432941
1344023;7432898|7432918|7433080
1344239;7432944|7432991|7433044
1344326;7432954|7433047|7432956
1344346;7433000|7432908|7432988
1344392;7433050|7433046|7432953
1344584;7433051|7433046|7433005
1344632;7433087|7433073|7432937
1344640;7432893|7433003|7433050
1344745;7433096|7433017|7433078
1344909;7433049|7433085|7433070
1344915;7433067|7432911|7432956
1344999;7433100|7432915|7432882
1345157;7432993|7432865|7433012
1345173;7432993|7432918|7432934
1345257;7433100|7433001|7433087
1345447;7433084|7432910|7433007
1345511;7432955|7432893|7433062
1345875;7432932|7432951|7433055
1345965;7432969|7432888|7433100
1346020;7432945|7433007|7432974
1346059;7433061|7432872|7432905
1346136;7432878|7433102|7432967
1346156;7432981|7432907|7433068
1346194;7433049|7433095|7432911
1346302;7433062|7432928|7432896
1346332;7432913|7432871|7433087
1346521;7433075|7433066|7433005
1346892;7433082|7433002|7432944
1347002;7432929|7433054|7432968
1347227;7432982|7432919|7432871
1347370;7432909|7433056|7432874
1347585;7433085|7433054|7432967
1347629;7432907|7433024|7432895
1347644;7432879|7433014|7432903
1347803;7432914|7433080|7432927
1347817;7432988|7433014|7433045
1347833;7432895|7432925|7432981
1347914;7433105|7432962|7433065
1348118;7432971|7433074|7432992
1348267;7433027|7432921|7432959
1348481;7432936|7433057|7433069
1348671;7433010|7432969|7433085
1348700;7433093|7432880|7433107
1348834;7432939|7432973|7433062
1349068;7432876|7432912|7433061
1349121;7433093|7433005|7433068
1349140;7432889|7432911|7432973
1349162;7433078|7433068|7432892
1349283;7432958|7432999|7432926
1349356;7432909|7433038|7432907
1349373;7432903|7432895|7432969
1349395;7433029|7433027|7432943
1349618;7432916|7433032|7432942
1349670;7432892|7432975|7432868
1349787;7432986|7432913|7432917
1349856;7432931|7432871|7433082
1349931;7432953|7433028|7433103
1350068;7433085|7433014|7433044
1350073;7432980|7432965|7432926
1350204;7433093|7433102|7433052
1350229;7432865|7433106|7432926
1350243;7432938|7432907|7433083
1350631;7432959|7433036|7433106
1350643;7432883|7432976|7432904
1350679;7432918|7433014|7433093
1350713;7433083|7433058|7433110
1350895;7433032|7432929|7432915
1350900;7432875|7432904|7432980
1351104;7433101|7433042|7433034
1351145;7433014|7433087|7432956
1351434;7433101|7432957|7432960
1351438;7432947|7432959|7432941
1351560;7432880|7433043|7432886
1351884;7433061|7432999|7433052
1351917;7432921|7433028|7433099
1352095;7433070|7433109|7432897
1352103;7432958|7432936|7432865
1352358;7432905|7433036|7432937
1352558;7432905|7432875|7433075
1352561;7432880|7432986|7433008
1352577;7432866|7432876|7432899
1352788;7432963|7432876|7433085
1352808;7432873|7432967|7432912
1352832;7432915|7432930|7433046
1353095;7432951|7433013|7433040
1353113;7432997|7432957|7432953
1353278;7433009|7432871|7433110
1353433;7432968|7432947|7432911
1353437;7433105|7432992|7433112
1353517;7432911|7433000|7432985
1353603;7432925|7432946|7433025
1353829;7432923|7433007|7432981
1353905;7432943|7433010|7433051
1354169;7432971|7433041|7433038
1354256;7433064|7433022|7432876
1354262;7433055|7432967|7433008
1354267;7432995|7433109|7432885
1354311;7433066|7432871|7432971
1354434;7432956|7433112|7432918
1354537;7432982|7432933|7432865
1354540;7432884|7432971|7432920
1354711;7432965|7432952|7432900
1354717;7432970|7432905|7433078
1354828;7432969|7433083|7433040
1354896;7433027|7432959|7433095
1355044;7432983|7433028|7432907
1355439;7432980|7432878|7432942
1355479;7432926|7433039|7433010
1355529;7432951|7432964|7432927
1355565;7432923|7432895|7432967
1355577;7432949|7433023|7433030
1355601;7432994|7432933|7433011
1355659;7432958|7432927|7432948
1355778;7432957|7432928|7432940
1355783;7432904|7432954|7432925
1355886;7432900|7433074|7433054
1356024;7433083|7432865|7432924
1356219;7432895|7432991|7432982
1356280;7433085|7433107|7432872
1356371;7432926|7433009|7432980
1356539;7433089|7433079|7433093
1356768;7432905|7432970|7433093
1356798;7432929|7433011|7433052
1356907;7433064|7432941|7432925
1356914;7432971|7433003|7433086
1356975;7433061|7433009|7432982
1357127;7432975|7433037|7433060
1357143;7433009|7432947|7433084
1357196;7432994|7432964|7433072
1357294;7433023|7432992|7433045
1357468;7432983|7433039|7433047
1357503;7432900|7432966|7432881
1357624;7432949|7433106|7432913
1357700;7432879|7432922|7432941
1357811;7432877|7432923|7432972
1357860;7432967|7433006|7432883
1357938;7433055|7433100|7433026
1358143;7432890|7432895|7433092
1358150;7432877|7432872|7432990
1358211;7433033|7432868|7433053
1358698;7432961|7433090|7433100
1358835;7433108|7432882|7432970
1358844;7433076|7432971|7433020
1358957;7433081|7432966|7433083
1359042;7432901|7432931|7432945
1359048;7432975|7433048|7432936
1359056;7432888|7432922|7432892
1359106;7432910|7433102|7432882
1359126;7432947|7433008|7433011
1359248;7432866|7432979|7432920
1359306;7432930|7433108|7432994
1359371;7433019|7432945|7432903
1359373;7432924|7432987|7433095
1359523;7433097|7433055|7432923
1359692;7432874|7433093|7432924
1359738;7433058|7432920|7433107
1359754;7433039|7432995|7433060
1359956;7433057|7432906|7432916
1360341;7433096|7433045|7432935
1360405;7432925|7433095|7433067
1360482;7432908|7432892|7432949
1360501;7433069|7433021|7432956
1360503;7432937|7432912|7433037
1360599;7432924|7432987|7432885
1360681;7432988|7433035|7433095
1360749;7432895|7433101|7432994
1360862;7433077|7432979|7433103
1360935;7433094|7432940|7433063
1360995;7433004|7433075|7433106
1361020;7433039|7432876|7433074
1361084;7432970|7433018|7433025
1361136;7433056|7432986|7432907
1361227;7432991|7432967|7432976
1361412;7433056|7433014|7433033
1361537;7432906|7432935|7432960
1361574;7433089|7432998|7432937
1361813;7432886|7432905|7432978
1361900;7433109|7433023|7432979
1361902;7433099|7432868|7433068
1362043;7432868|7432907|7433069
1362186;7432980|7432897|7433040
1362217;7432968|7433050|7432922
1362275;7432884|7433038|7433056
1362459;7432996|7432921|7432924
1362502;7432970|7432949|7432932
1362573;7433008|7432910|7433025
1362582;7432877|7433000|7433006
1362642;7433024|7433027|7432958
1362812;7433059|7433012|7432915
1362930;7433057|7432996|7433030
1362932;7433079|7432912|7432886
1363028;7432961|7432914|7432932
1363058;7433047|7432957|7432943
1363363;7432888|7433067|7433102
1363501;7433061|7432898|7432897
1363588;7433109|7433093|7432992
1363735;7432990|7433010|7433087
1363767;7433106|7433077|7432904
1363807;7433076|7432993|7433107
1363828;7432994|7433037|7433040
1363848;7433014|7433107|7432914
1363865;7433093|7432910|7432960
1363968;7432947|7433021|7432868
1363997;7432989|7433040|7432980
1364000;7433019|7433009|7432869
1364113;7433038|7432871|7433040
1364224;7433100|7433026|7432908
1364229;7432877|7433087|7432988
1364263;7432898|7433034|7433094
1364387;7432903|7432934|7432887
1364415;7433077|7432941|7433012
